与えた重要度,0.210000,0.250000,0.170000,0.230000,0.140000,0.220000,0.100000,0.200000,0.070000,0.190000,0.040000,0.180000,1.000000,

実行回数,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],区間幅の総和
560,0.103219, 0.278692,0.140754, 0.323733,0.070377, 0.201278,0.140754, 0.262740,0.070377, 0.201278,0.028151, 0.178649,0.892739
561,0.157365, 0.262275,0.103161, 0.287378,0.103161, 0.217387,0.103161, 0.287378,0.051581, 0.216639,0.041265, 0.169249,0.880612
562,0.163141, 0.312687,0.101963, 0.203926,0.163141, 0.312687,0.081570, 0.217521,0.040785, 0.168766,0.050982, 0.182830,0.796836
563,0.157556, 0.346478,0.157556, 0.334807,0.078778, 0.202690,0.078778, 0.249464,0.026259, 0.157556,0.039389, 0.170686,0.923364
564,0.130736, 0.300694,0.061283, 0.251259,0.098052, 0.318670,0.071311, 0.256719,0.049026, 0.256719,0.024513, 0.181020,1.130158
565,0.142550, 0.356375,0.087114, 0.290380,0.087114, 0.304899,0.035637, 0.192567,0.049002, 0.232757,0.029038, 0.192567,1.139091
566,0.198921, 0.298382,0.198921, 0.273516,0.198921, 0.298382,0.049730, 0.105550,0.066307, 0.126425,0.049730, 0.135214,0.474938
567,0.103797, 0.320042,0.066430, 0.240810,0.138396, 0.311392,0.077848, 0.256033,0.051899, 0.246518,0.020759, 0.166076,1.081740
568,0.121993, 0.332709,0.121993, 0.332709,0.121993, 0.264319,0.066542, 0.219588,0.033271, 0.154097,0.033271, 0.197513,1.001872
569,0.117094, 0.292735,0.117094, 0.273219,0.081966, 0.245897,0.074514, 0.223543,0.068305, 0.223543,0.058547, 0.223543,0.964961
570,0.130847, 0.366373,0.072207, 0.284013,0.065424, 0.290530,0.039112, 0.222954,0.048138, 0.227479,0.015645, 0.237279,1.257255
571,0.141435, 0.330016,0.086433, 0.230487,0.141435, 0.330016,0.070718, 0.212153,0.070718, 0.207438,0.023573, 0.155579,0.931378
572,0.098091, 0.261577,0.138482, 0.276964,0.081179, 0.277925,0.052315, 0.244138,0.054119, 0.216477,0.049046, 0.249687,1.053535
573,0.127248, 0.328723,0.127248, 0.339327,0.127248, 0.318119,0.031812, 0.171896,0.031812, 0.171896,0.042416, 0.182256,1.024434
574,0.098925, 0.263799,0.158279, 0.369318,0.079140, 0.234488,0.046553, 0.248281,0.046553, 0.242074,0.026380, 0.186211,1.088342
575,0.143683, 0.347233,0.105367, 0.254011,0.081751, 0.248784,0.052684, 0.245857,0.035921, 0.177938,0.047894, 0.258877,1.065401
576,0.184524, 0.392113,0.122535, 0.269578,0.092262, 0.239881,0.046131, 0.198538,0.046680, 0.178684,0.018672, 0.210402,0.978392
577,0.133135, 0.321742,0.097632, 0.287666,0.073224, 0.253843,0.048816, 0.263607,0.044378, 0.268488,0.024408, 0.183060,1.156814
578,0.233002, 0.398046,0.116501, 0.281544,0.067959, 0.178392,0.116501, 0.271836,0.038834, 0.139495,0.029125, 0.128764,0.796155
579,0.128702, 0.321756,0.085802, 0.257405,0.096527, 0.303370,0.064351, 0.257405,0.042901, 0.217185,0.042901, 0.181697,1.077634
580,0.132218, 0.337155,0.080800, 0.269332,0.132218, 0.359191,0.033054, 0.186265,0.044073, 0.208129,0.026444, 0.191122,1.102389
581,0.099696, 0.249240,0.169483, 0.282472,0.084742, 0.199392,0.169483, 0.310720,0.056494, 0.198705,0.028247, 0.151324,0.783707
582,0.186386, 0.279580,0.186386, 0.295112,0.186386, 0.295112,0.093193, 0.186386,0.046597, 0.115121,0.031064, 0.098675,0.539973
583,0.145967, 0.328426,0.110734, 0.258049,0.080282, 0.267606,0.044601, 0.188898,0.072984, 0.280987,0.027683, 0.193784,1.035499
584,0.113038, 0.320274,0.113038, 0.301434,0.113038, 0.320274,0.056519, 0.205523,0.037679, 0.190751,0.037679, 0.190751,1.058018
585,0.133176, 0.299647,0.133176, 0.240457,0.078695, 0.183622,0.086565, 0.201984,0.052463, 0.157390,0.133176, 0.299647,0.765495
586,0.099526, 0.261255,0.087085, 0.290283,0.087085, 0.331753,0.043543, 0.216745,0.058057, 0.278672,0.043543, 0.202454,1.162325
587,0.117281, 0.263883,0.117281, 0.312750,0.117281, 0.312750,0.058641, 0.213239,0.058641, 0.213239,0.039094, 0.175922,0.983563
588,0.120308, 0.320821,0.120308, 0.320821,0.080205, 0.267351,0.040103, 0.240616,0.040103, 0.203020,0.040103, 0.206242,1.117742
589,0.118427, 0.345411,0.092919, 0.262360,0.059213, 0.221063,0.066615, 0.284224,0.044410, 0.288665,0.021863, 0.194831,1.193106
590,0.091255, 0.304182,0.071898, 0.278603,0.071898, 0.296578,0.052725, 0.237262,0.071898, 0.311556,0.019772, 0.192375,1.241112
591,0.176399, 0.311639,0.122123, 0.311413,0.088200, 0.228217,0.061061, 0.273419,0.030531, 0.214792,0.017640, 0.164568,1.008093
592,0.133710, 0.260735,0.185029, 0.333052,0.104262, 0.218951,0.072984, 0.218951,0.061676, 0.203186,0.026742, 0.180721,0.831193
593,0.137052, 0.290284,0.137052, 0.359952,0.068526, 0.245129,0.068526, 0.239841,0.023223, 0.163925,0.034263, 0.232227,1.062716
594,0.161439, 0.322879,0.161439, 0.349785,0.100900, 0.235432,0.080720, 0.209273,0.026907, 0.172971,0.026907, 0.151349,0.883378
595,0.152533, 0.355911,0.101689, 0.290540,0.058667, 0.254222,0.054476, 0.234667,0.050844, 0.220326,0.025422, 0.200702,1.112736
596,0.135990, 0.328642,0.087034, 0.267796,0.075029, 0.287611,0.067995, 0.299572,0.029011, 0.232089,0.011332, 0.177899,1.187218
597,0.156682, 0.274194,0.138249, 0.274194,0.138249, 0.274194,0.078341, 0.195853,0.078341, 0.195853,0.039171, 0.156682,0.741935
598,0.083230, 0.249691,0.138717, 0.346793,0.092478, 0.277434,0.069359, 0.226992,0.046239, 0.195836,0.046239, 0.226992,1.047475
599,0.097765, 0.268855,0.097765, 0.268855,0.117318, 0.307961,0.083799, 0.219972,0.083799, 0.219972,0.024441, 0.209497,0.990224
600,0.113316, 0.336172,0.109119, 0.296511,0.078357, 0.258441,0.078357, 0.267343,0.026119, 0.173307,0.022663, 0.240295,1.144136
601,0.120300, 0.216540,0.142435, 0.284870,0.178044, 0.296740,0.089022, 0.184183,0.059348, 0.184183,0.060150, 0.184183,0.701402
602,0.153057, 0.344378,0.106290, 0.275234,0.088302, 0.289435,0.031887, 0.194358,0.051019, 0.255095,0.019623, 0.191321,1.099645
603,0.125923, 0.314806,0.125923, 0.364162,0.073817, 0.241513,0.073817, 0.215898,0.020987, 0.206140,0.029527, 0.207489,1.100016
604,0.150205, 0.275376,0.150205, 0.300411,0.091792, 0.183584,0.150205, 0.300411,0.050068, 0.167808,0.025034, 0.154899,0.764978
605,0.129652, 0.286021,0.093638, 0.257504,0.129652, 0.298201,0.076613, 0.219113,0.081033, 0.210685,0.023409, 0.194479,0.932005
606,0.055792, 0.273380,0.078109, 0.307227,0.097636, 0.317316,0.071008, 0.279297,0.047339, 0.239208,0.028403, 0.205285,1.243428
607,0.109070, 0.318119,0.081802, 0.272674,0.059492, 0.287547,0.040901, 0.287547,0.027267, 0.255632,0.027267, 0.232682,1.308400
608,0.130598, 0.315611,0.102612, 0.307837,0.130598, 0.337377,0.051306, 0.227458,0.025653, 0.163820,0.021766, 0.185364,1.074934
609,0.123299, 0.359623,0.079782, 0.271259,0.061650, 0.226049,0.061650, 0.279237,0.041100, 0.233844,0.021876, 0.240633,1.221288
610,0.097762, 0.338907,0.143384, 0.329783,0.075465, 0.264249,0.026357, 0.195523,0.032587, 0.233942,0.019552, 0.242487,1.209785
611,0.125210, 0.293460,0.055897, 0.245947,0.097820, 0.303242,0.048910, 0.219117,0.078256, 0.281722,0.031302, 0.219117,1.125210
612,0.141651, 0.342323,0.094434, 0.235347,0.141651, 0.342323,0.070825, 0.220739,0.031478, 0.174621,0.023608, 0.180998,0.992705
613,0.137463, 0.274926,0.068732, 0.240561,0.082478, 0.324020,0.074980, 0.249933,0.058913, 0.240561,0.041239, 0.206195,1.072391
614,0.125369, 0.313422,0.062684, 0.295512,0.094027, 0.295512,0.062684, 0.250738,0.045589, 0.211560,0.031342, 0.211560,1.156609
615,0.194168, 0.384021,0.108373, 0.279963,0.108373, 0.267952,0.058250, 0.205713,0.036124, 0.162559,0.023300, 0.171202,0.942822
616,0.151575, 0.366306,0.092629, 0.262449,0.066693, 0.261214,0.075787, 0.277887,0.037894, 0.185258,0.022231, 0.200079,1.106383
617,0.121192, 0.277170,0.095943, 0.303821,0.076755, 0.255849,0.076755, 0.268642,0.047972, 0.221736,0.031981, 0.222185,1.098805
618,0.191767, 0.351572,0.138498, 0.237426,0.063922, 0.199437,0.095883, 0.232677,0.048882, 0.195527,0.048882, 0.195527,0.824332
619,0.143866, 0.271746,0.143866, 0.335687,0.071933, 0.213134,0.071933, 0.213134,0.071933, 0.258958,0.023978, 0.179832,0.944985
620,0.115502, 0.324048,0.139232, 0.286973,0.077677, 0.254176,0.057751, 0.228087,0.028876, 0.240798,0.031071, 0.215810,1.099783
621,0.124393, 0.331716,0.124393, 0.331716,0.074636, 0.223908,0.062197, 0.226170,0.062197, 0.226170,0.041464, 0.171041,1.021439
622,0.154281, 0.339276,0.154281, 0.366418,0.073284, 0.195423,0.040713, 0.201171,0.051427, 0.197302,0.027142, 0.199280,0.997742
623,0.149305, 0.323495,0.149305, 0.359439,0.082947, 0.217737,0.074653, 0.235018,0.024884, 0.179166,0.024884, 0.179166,0.988042
624,0.077285, 0.283380,0.133493, 0.311484,0.069925, 0.257966,0.052444, 0.244737,0.034962, 0.240517,0.025762, 0.268045,1.212258
625,0.157117, 0.321375,0.101888, 0.226978,0.078558, 0.281889,0.101888, 0.281889,0.033963, 0.160287,0.040755, 0.213414,0.971664
626,0.123501, 0.319045,0.123501, 0.301035,0.089195, 0.267586,0.072978, 0.227448,0.050969, 0.178391,0.029732, 0.216618,1.020246
627,0.153672, 0.313748,0.153672, 0.288136,0.076836, 0.172343,0.153672, 0.313748,0.051224, 0.172219,0.019209, 0.131521,0.783428
628,0.128036, 0.288081,0.090378, 0.240068,0.076822, 0.268876,0.076822, 0.268876,0.064018, 0.240068,0.032009, 0.225946,1.063830
629,0.101275, 0.320705,0.101275, 0.286947,0.083814, 0.255064,0.064816, 0.226857,0.033758, 0.251442,0.032408, 0.241639,1.165306
630,0.141453, 0.325342,0.116699, 0.259331,0.075902, 0.240355,0.058349, 0.211614,0.058349, 0.252847,0.028291, 0.231469,1.041914
631,0.105136, 0.273355,0.105136, 0.262841,0.075483, 0.215665,0.084109, 0.242982,0.084109, 0.302793,0.033644, 0.214747,1.024765
632,0.101539, 0.245385,0.138948, 0.284167,0.138948, 0.289474,0.082500, 0.197242,0.083810, 0.203078,0.025385, 0.209524,0.857742
633,0.110943, 0.342915,0.110943, 0.310640,0.060514, 0.244075,0.055472, 0.244075,0.055472, 0.278366,0.020171, 0.166415,1.172970
634,0.094966, 0.246912,0.071225, 0.203499,0.155399, 0.349648,0.077700, 0.279719,0.077700, 0.222221,0.031080, 0.189932,0.983862
635,0.108793, 0.290115,0.112823, 0.296159,0.076155, 0.253851,0.076155, 0.291928,0.036264, 0.240490,0.038078, 0.179189,1.103464
636,0.076677, 0.276036,0.127794, 0.357824,0.127794, 0.340785,0.040356, 0.209852,0.040356, 0.209852,0.025559, 0.167116,1.122927
637,0.179247, 0.293313,0.122214, 0.229151,0.122214, 0.264797,0.122214, 0.264797,0.040738, 0.146657,0.061107, 0.153551,0.704532
638,0.147066, 0.312367,0.147066, 0.264718,0.079415, 0.174924,0.147066, 0.312367,0.052944, 0.186215,0.029413, 0.146440,0.794063
639,0.101754, 0.288304,0.135672, 0.316569,0.065123, 0.211649,0.076316, 0.256270,0.045224, 0.228947,0.045224, 0.228947,1.061373
640,0.133385, 0.306786,0.091702, 0.290391,0.091702, 0.303229,0.045851, 0.203783,0.048908, 0.224161,0.026677, 0.233424,1.123548
641,0.138849, 0.354837,0.104908, 0.297241,0.092566, 0.262271,0.074935, 0.239661,0.015428, 0.185133,0.037467, 0.196703,1.071693
642,0.076472, 0.276148,0.127453, 0.350496,0.095590, 0.310667,0.063727, 0.222464,0.042484, 0.243320,0.021242, 0.169937,1.146064
643,0.124948, 0.312370,0.104123, 0.295016,0.092554, 0.262237,0.046277, 0.189795,0.069416, 0.242955,0.052062, 0.208247,1.021240
644,0.084332, 0.316245,0.084332, 0.303595,0.046851, 0.243626,0.076666, 0.275996,0.076666, 0.275996,0.021083, 0.194612,1.220141
645,0.124893, 0.287254,0.124893, 0.313368,0.124893, 0.306556,0.062447, 0.194833,0.068123, 0.194833,0.024979, 0.172929,0.939545
646,0.126668, 0.380005,0.095001, 0.217145,0.095001, 0.285003,0.063334, 0.237503,0.047501, 0.202669,0.047501, 0.202669,1.049989
647,0.138720, 0.299896,0.138720, 0.360287,0.069360, 0.222999,0.072948, 0.253134,0.015413, 0.202733,0.024316, 0.201474,1.081047
648,0.160999, 0.321997,0.100624, 0.258748,0.100624, 0.308581,0.061923, 0.237370,0.040250, 0.201248,0.028750, 0.178887,1.013662
649,0.084427, 0.288288,0.137898, 0.374622,0.068949, 0.269667,0.034474, 0.197383,0.045966, 0.233582,0.027580, 0.237165,1.201413
650,0.186211, 0.325870,0.119707, 0.259366,0.093106, 0.201108,0.059854, 0.248282,0.093106, 0.248282,0.031035, 0.134072,0.833961
651,0.158674, 0.333214,0.092484, 0.208089,0.158674, 0.333214,0.042591, 0.184562,0.079337, 0.210401,0.028394, 0.170365,0.879693
652,0.148724, 0.280922,0.090887, 0.242364,0.148724, 0.297447,0.074362, 0.218128,0.049575, 0.230057,0.049575, 0.169237,0.876311
653,0.092450, 0.300463,0.113785, 0.312908,0.073960, 0.260230,0.056892, 0.295840,0.038926, 0.246533,0.023113, 0.184900,1.201748
654,0.153150, 0.334660,0.085083, 0.191437,0.153150, 0.340333,0.076575, 0.229725,0.051050, 0.206163,0.025525, 0.153150,0.910935
655,0.127959, 0.277244,0.118116, 0.324818,0.085306, 0.255917,0.071977, 0.255917,0.047985, 0.197936,0.028435, 0.208390,1.040446
656,0.120441, 0.289059,0.091065, 0.291409,0.071802, 0.268825,0.060221, 0.268825,0.049782, 0.215724,0.028721, 0.244125,1.155936
657,0.116097, 0.386989,0.077398, 0.237998,0.058048, 0.269925,0.058048, 0.291297,0.036662, 0.227305,0.025330, 0.214902,1.256833
658,0.148294, 0.321304,0.088175, 0.220437,0.148294, 0.296588,0.074147, 0.190311,0.044087, 0.203904,0.074147, 0.190311,0.845711
659,0.166256, 0.304802,0.166256, 0.315313,0.121228, 0.207820,0.083128, 0.223585,0.057330, 0.178131,0.027709, 0.148443,0.756187
660,0.140491, 0.304398,0.084295, 0.219166,0.140491, 0.323130,0.070246, 0.199242,0.093661, 0.243518,0.028098, 0.153263,0.885436
661,0.088922, 0.287938,0.118563, 0.335927,0.088922, 0.266766,0.044461, 0.268742,0.031617, 0.242514,0.031617, 0.194012,1.191798
662,0.077477, 0.229561,0.096846, 0.274397,0.140867, 0.361558,0.070433, 0.258256,0.046956, 0.178792,0.046956, 0.217903,1.040932
663,0.175471, 0.350942,0.129294, 0.258589,0.087736, 0.196528,0.064647, 0.196528,0.058490, 0.233961,0.043098, 0.204716,0.882527
664,0.100737, 0.327395,0.100737, 0.248880,0.064105, 0.288474,0.064105, 0.288474,0.050369, 0.244094,0.025184, 0.197445,1.189525
665,0.149549, 0.324023,0.102815, 0.254589,0.091391, 0.258941,0.045696, 0.184146,0.074775, 0.274173,0.034272, 0.205630,1.003006
666,0.143541, 0.275120,0.105263, 0.275120,0.143541, 0.275120,0.026316, 0.157895,0.143541, 0.275120,0.047847, 0.131579,0.779904
667,0.098385, 0.314832,0.130825, 0.313739,0.080676, 0.250991,0.044820, 0.239039,0.053784, 0.233063,0.021804, 0.218042,1.139412
668,0.149314, 0.355866,0.102654, 0.230971,0.082123, 0.212911,0.074657, 0.212911,0.074657, 0.248857,0.049771, 0.205307,0.933647
669,0.111674, 0.203044,0.173617, 0.337204,0.173617, 0.337204,0.086809, 0.189307,0.057872, 0.179182,0.017362, 0.133107,0.758096
670,0.116094, 0.326514,0.075461, 0.245249,0.131237, 0.289268,0.070745, 0.258524,0.047163, 0.224025,0.018865, 0.196855,1.080870
671,0.134629, 0.325353,0.092557, 0.316238,0.052890, 0.251227,0.076599, 0.253676,0.030852, 0.261714,0.019150, 0.185115,1.186645
672,0.174321, 0.370433,0.112064, 0.252143,0.062756, 0.243178,0.087161, 0.276009,0.043580, 0.190169,0.021790, 0.166398,0.996657
673,0.135515, 0.290389,0.135515, 0.352353,0.083352, 0.263949,0.067757, 0.237554,0.034099, 0.171092,0.022732, 0.205692,1.042059
674,0.147520, 0.391849,0.092200, 0.237085,0.073760, 0.276599,0.073760, 0.276599,0.043388, 0.195247,0.018440, 0.173553,1.101865
675,0.157870, 0.315741,0.096476, 0.204303,0.157870, 0.315741,0.051076, 0.173657,0.051076, 0.204303,0.078935, 0.192953,0.813393
676,0.120339, 0.269725,0.104294, 0.234661,0.078220, 0.300848,0.078220, 0.273771,0.060170, 0.234661,0.026073, 0.219017,1.065367
677,0.112932, 0.329386,0.061599, 0.246398,0.039858, 0.225864,0.079717, 0.296447,0.039858, 0.279009,0.030800, 0.258131,1.270470
678,0.151842, 0.303684,0.098251, 0.270190,0.111351, 0.306215,0.024563, 0.172786,0.079536, 0.244780,0.037961, 0.198841,0.992993
679,0.116462, 0.320271,0.077642, 0.297626,0.065510, 0.242241,0.058231, 0.267863,0.043673, 0.272958,0.029116, 0.208406,1.218732
680,0.160646, 0.294518,0.100404, 0.200808,0.160646, 0.321293,0.080323, 0.240969,0.053549, 0.193883,0.026774, 0.166186,0.835314
681,0.141700, 0.283401,0.113360, 0.242915,0.094467, 0.236167,0.056680, 0.226721,0.094467, 0.236167,0.047233, 0.226721,0.904184
682,0.141906, 0.268044,0.120074, 0.290179,0.120074, 0.290179,0.073170, 0.221137,0.047302, 0.231706,0.036585, 0.159644,0.921777
683,0.141935, 0.283871,0.141935, 0.283871,0.141935, 0.283871,0.070968, 0.154839,0.085161, 0.170323,0.070968, 0.170323,0.694194
684,0.173776, 0.369273,0.110058, 0.302659,0.086888, 0.200105,0.048555, 0.210405,0.055029, 0.229287,0.032370, 0.181595,0.986650
685,0.125002, 0.281254,0.083334, 0.319449,0.075001, 0.287504,0.062501, 0.261367,0.045455, 0.222659,0.034091, 0.202384,1.149231
686,0.168511, 0.322980,0.111768, 0.206341,0.168511, 0.322980,0.084256, 0.179433,0.056170, 0.174322,0.042128, 0.162599,0.737311
687,0.145936, 0.347813,0.100331, 0.250827,0.080265, 0.222957,0.072968, 0.255388,0.072968, 0.222957,0.036484, 0.191106,0.982098
688,0.106193, 0.318579,0.050062, 0.297037,0.070087, 0.292031,0.031858, 0.260073,0.033375, 0.282883,0.020025, 0.237797,1.376799
689,0.107545, 0.307125,0.080659, 0.270114,0.055841, 0.251284,0.055841, 0.290372,0.040329, 0.277562,0.021351, 0.241977,1.276867
690,0.108418, 0.234905,0.162120, 0.291816,0.115645, 0.260202,0.081060, 0.216835,0.082604, 0.210975,0.028911, 0.206510,0.842484
691,0.159743, 0.239615,0.159743, 0.266239,0.159743, 0.266239,0.105854, 0.190537,0.052927, 0.186367,0.053248, 0.159743,0.617482
692,0.114320, 0.333433,0.114320, 0.363745,0.062356, 0.262936,0.036101, 0.258724,0.038107, 0.224698,0.018050, 0.173212,1.233492
693,0.154257, 0.351363,0.154257, 0.321369,0.085698, 0.202462,0.077128, 0.239098,0.038564, 0.170494,0.030851, 0.174457,0.918488
694,0.119847, 0.329580,0.119847, 0.299618,0.105747, 0.253794,0.052874, 0.228799,0.059924, 0.228799,0.029962, 0.171210,1.023599
695,0.128319, 0.310104,0.128319, 0.327213,0.128319, 0.327213,0.032080, 0.156009,0.064159, 0.218784,0.025664, 0.153818,0.986281
696,0.107087, 0.348032,0.101732, 0.271286,0.064592, 0.271286,0.053543, 0.259983,0.033911, 0.214173,0.026772, 0.247603,1.224726
697,0.163627, 0.327254,0.088359, 0.294529,0.081813, 0.233753,0.040907, 0.227909,0.050204, 0.227909,0.029453, 0.234284,1.091275
698,0.152544, 0.355936,0.113430, 0.248128,0.076272, 0.274579,0.076272, 0.226860,0.050848, 0.189050,0.025424, 0.210656,1.010420
699,0.141099, 0.324528,0.114970, 0.310418,0.086227, 0.267305,0.070550, 0.227640,0.043114, 0.181969,0.028220, 0.203961,1.031642
700,0.161204, 0.350644,0.161204, 0.356123,0.080602, 0.255239,0.040301, 0.182230,0.027394, 0.148627,0.026867, 0.209565,1.004857
701,0.136408, 0.295551,0.090939, 0.236441,0.074404, 0.236441,0.102306, 0.272816,0.068204, 0.267856,0.029762, 0.188873,0.995954
702,0.130619, 0.315662,0.097964, 0.302056,0.097964, 0.280733,0.073473, 0.241644,0.043540, 0.240012,0.019593, 0.156742,1.073696
703,0.136683, 0.314371,0.136683, 0.337152,0.097001, 0.242503,0.068342, 0.220516,0.045561, 0.176274,0.027337, 0.197577,0.976786
704,0.112014, 0.298705,0.112014, 0.317374,0.112014, 0.317374,0.056007, 0.224029,0.056007, 0.224029,0.018669, 0.151762,1.066546
705,0.118235, 0.262199,0.135433, 0.311496,0.067717, 0.242087,0.077057, 0.242776,0.051371, 0.251719,0.027087, 0.212824,1.046201
706,0.166337, 0.323432,0.166337, 0.332673,0.092409, 0.198020,0.063976, 0.185529,0.083168, 0.216238,0.033267, 0.138614,0.789012
707,0.133617, 0.296926,0.111347, 0.272801,0.086603, 0.274244,0.057736, 0.224836,0.037116, 0.244964,0.037116, 0.222694,1.072931
708,0.148423, 0.401979,0.092764, 0.247372,0.074212, 0.278293,0.074212, 0.272109,0.024737, 0.178108,0.029685, 0.178108,1.111936
709,0.083141, 0.266051,0.063490, 0.285703,0.099769, 0.349192,0.036757, 0.257300,0.036757, 0.257300,0.031745, 0.232795,1.296682
710,0.149450, 0.298899,0.109596, 0.231180,0.098637, 0.263031,0.074725, 0.263031,0.054798, 0.182661,0.054798, 0.219193,0.915992
711,0.140446, 0.323026,0.085828, 0.266067,0.140446, 0.323026,0.042914, 0.200838,0.070223, 0.200838,0.028089, 0.178258,0.984107
712,0.098373, 0.316979,0.076512, 0.354738,0.062601, 0.232406,0.062601, 0.263967,0.025504, 0.222132,0.032791, 0.251397,1.283237
713,0.112024, 0.289396,0.132392, 0.330980,0.066196, 0.252832,0.075327, 0.242719,0.044131, 0.238534,0.018671, 0.196799,1.102520
714,0.114781, 0.353908,0.073042, 0.264779,0.089274, 0.275262,0.073042, 0.267822,0.048695, 0.238529,0.022319, 0.178548,1.157694
715,0.185901, 0.348563,0.119507, 0.268892,0.092950, 0.202801,0.059754, 0.223081,0.092950, 0.255613,0.023238, 0.126750,0.851400
716,0.114924, 0.343424,0.114924, 0.373502,0.064645, 0.221772,0.044855, 0.224277,0.029904, 0.198423,0.021548, 0.247804,1.218402
717,0.133195, 0.332987,0.133195, 0.350746,0.081397, 0.271323,0.066597, 0.239307,0.022199, 0.162794,0.026639, 0.179621,1.073556
718,0.095356, 0.247926,0.118373, 0.295933,0.114427, 0.308954,0.082520, 0.223134,0.059187, 0.223134,0.033008, 0.198048,0.994257
719,0.121906, 0.339596,0.091430, 0.274289,0.091430, 0.274289,0.060953, 0.265977,0.040635, 0.228574,0.022165, 0.188758,1.142963
720,0.131055, 0.355305,0.069896, 0.218425,0.131055, 0.332006,0.065528, 0.239459,0.043685, 0.207504,0.017474, 0.188608,1.082614
721,0.145283, 0.358365,0.088784, 0.251555,0.088784, 0.260433,0.072642, 0.234390,0.048428, 0.244711,0.029057, 0.177568,1.054046
722,0.121189, 0.282773,0.148731, 0.297463,0.081802, 0.181783,0.148731, 0.327209,0.049577, 0.191812,0.020198, 0.148731,0.859543
723,0.138534, 0.391717,0.113553, 0.297238,0.071656, 0.277068,0.023089, 0.184712,0.046178, 0.263215,0.011355, 0.181684,1.191270
724,0.179988, 0.269982,0.172031, 0.247725,0.221524, 0.323055,0.110762, 0.184603,0.055381, 0.119992,0.027690, 0.087267,0.465248
725,0.128884, 0.322210,0.128884, 0.322210,0.085923, 0.257768,0.042961, 0.181954,0.064442, 0.210901,0.042961, 0.210901,1.011889
726,0.208807, 0.365413,0.104404, 0.222728,0.104404, 0.261009,0.064248, 0.192745,0.064248, 0.192745,0.052202, 0.167046,0.803373
727,0.128766, 0.296163,0.096575, 0.302601,0.070236, 0.259874,0.070236, 0.276263,0.046824, 0.236608,0.019315, 0.196538,1.136094
728,0.093935, 0.281806,0.096871, 0.322902,0.077497, 0.287024,0.077497, 0.309986,0.023484, 0.193741,0.027677, 0.207580,1.206080
729,0.195546, 0.342205,0.195546, 0.342205,0.097773, 0.228137,0.048886, 0.156437,0.048886, 0.156437,0.048886, 0.139055,0.728952
730,0.173149, 0.324655,0.173149, 0.324655,0.117494, 0.222621,0.086575, 0.187189,0.058747, 0.193128,0.021644, 0.116993,0.738482
731,0.155977, 0.277293,0.107234, 0.278809,0.082488, 0.223047,0.095319, 0.247830,0.077989, 0.223047,0.032995, 0.197971,0.895995
732,0.074957, 0.249858,0.124929, 0.312323,0.124929, 0.312323,0.062465, 0.204429,0.062465, 0.204429,0.062465, 0.204429,0.975582
733,0.179549, 0.299248,0.132999, 0.265999,0.121317, 0.218370,0.089775, 0.199499,0.059850, 0.185740,0.061913, 0.185740,0.709194
734,0.140941, 0.317117,0.140941, 0.324164,0.086131, 0.267005,0.070470, 0.201546,0.043065, 0.201546,0.028188, 0.178887,0.980527
735,0.145968, 0.328427,0.145968, 0.328427,0.064226, 0.240847,0.032113, 0.200706,0.072984, 0.243279,0.036492, 0.160564,1.004501
736,0.144080, 0.280156,0.105659, 0.301128,0.076196, 0.245657,0.105659, 0.301128,0.026415, 0.175172,0.030479, 0.208270,1.023024
737,0.120857, 0.338400,0.120857, 0.338400,0.080571, 0.265885,0.040286, 0.219740,0.060428, 0.237319,0.016114, 0.161143,1.121773
738,0.149043, 0.380059,0.106459, 0.298085,0.074521, 0.241504,0.043836, 0.230870,0.037261, 0.245482,0.017534, 0.175344,1.142691
739,0.072459, 0.301913,0.103513, 0.310540,0.103513, 0.332105,0.060383, 0.230552,0.051757, 0.230552,0.030191, 0.172522,1.156368
740,0.137460, 0.274919,0.107390, 0.268476,0.078102, 0.214781,0.107390, 0.312408,0.078102, 0.214781,0.034365, 0.171825,0.914381
741,0.161420, 0.290556,0.161420, 0.282485,0.151925, 0.253208,0.113944, 0.189906,0.053807, 0.165559,0.032284, 0.143485,0.650400
742,0.179222, 0.358445,0.115214, 0.249631,0.089611, 0.201625,0.089611, 0.253899,0.038405, 0.189765,0.044806, 0.189765,0.886260
743,0.136402, 0.313724,0.136402, 0.254617,0.068201, 0.195055,0.136402, 0.295537,0.068201, 0.195055,0.027280, 0.173125,0.854225
744,0.168435, 0.347397,0.094745, 0.216559,0.084217, 0.252652,0.084217, 0.268443,0.056145, 0.230682,0.028072, 0.168435,0.968337
745,0.120214, 0.271788,0.120214, 0.330589,0.078139, 0.260464,0.060107, 0.213107,0.045298, 0.195348,0.067947, 0.236785,1.016161
746,0.133942, 0.290208,0.073059, 0.243531,0.100457, 0.251142,0.100457, 0.251142,0.044647, 0.200913,0.066971, 0.243531,0.960934
747,0.186763, 0.342399,0.186763, 0.351737,0.093381, 0.258355,0.046691, 0.175972,0.031127, 0.131300,0.037353, 0.158160,0.835845
748,0.102155, 0.266490,0.073729, 0.289133,0.092161, 0.319492,0.073729, 0.290001,0.030720, 0.248350,0.018432, 0.195607,1.218147
