PCM_Identifiers,entani論文のPerfectIncorporation,解の非唯一性考慮のPerfectIncorporation,ダミー,,,,,
"Any[""Trial-576_PCM-1"", ""Trial-576_PCM-2"", ""Trial-576_PCM-3""]",16.25428796,14.97554549,14.97554549,,,,,
"Any[""Trial-577_PCM-1"", ""Trial-577_PCM-2"", ""Trial-577_PCM-3""]",13.62186302,13.62186302,14.19593976,,,,,
"Any[""Trial-578_PCM-1"", ""Trial-578_PCM-2"", ""Trial-578_PCM-3""]",11.30332998,10.24746921,10.24746921,,,,,
"Any[""Trial-579_PCM-1"", ""Trial-579_PCM-2"", ""Trial-579_PCM-3""]",16.15109311,15.48480404,15.48480404,,,,,
"Any[""Trial-580_PCM-1"", ""Trial-580_PCM-2"", ""Trial-580_PCM-3""]",14.45580405,14.45580405,18.09655316,,,,,
"Any[""Trial-581_PCM-1"", ""Trial-581_PCM-2"", ""Trial-581_PCM-3""]",10.94488335,10.94488335,11.81268876,,,,,
"Any[""Trial-582_PCM-1"", ""Trial-582_PCM-2"", ""Trial-582_PCM-3""]",16.88167891,14.33407575,14.33407575,,,,,
"Any[""Trial-583_PCM-1"", ""Trial-583_PCM-2"", ""Trial-583_PCM-3""]",17.87181958,16.60579684,16.60579684,,,,,
"Any[""Trial-584_PCM-1"", ""Trial-584_PCM-2"", ""Trial-584_PCM-3""]",16.5204952,15.74493191,15.74493191,,,,,
"Any[""Trial-585_PCM-1"", ""Trial-585_PCM-2"", ""Trial-585_PCM-3""]",14.54155864,14.54155864,14.77365487,,,,,
"Any[""Trial-586_PCM-1"", ""Trial-586_PCM-2"", ""Trial-586_PCM-3""]",14.80520749,14.80520749,15.0338411,,,,,
"Any[""Trial-587_PCM-1"", ""Trial-587_PCM-2"", ""Trial-587_PCM-3""]",16.95569908,16.95569908,17.10666141,,,,,
"Any[""Trial-588_PCM-1"", ""Trial-588_PCM-2"", ""Trial-588_PCM-3""]",14.04901633,13.51489612,13.51489612,,,,,
"Any[""Trial-589_PCM-1"", ""Trial-589_PCM-2"", ""Trial-589_PCM-3""]",14.86820003,14.86820003,14.86820036,,,,,
"Any[""Trial-590_PCM-1"", ""Trial-590_PCM-2"", ""Trial-590_PCM-3""]",11.16374998,11.16374998,11.16375031,,,,,
"Any[""Trial-591_PCM-1"", ""Trial-591_PCM-2"", ""Trial-591_PCM-3""]",14.01934213,13.03900625,13.03900625,,,,,
"Any[""Trial-592_PCM-1"", ""Trial-592_PCM-2"", ""Trial-592_PCM-3""]",11.83745846,11.83745846,12.28382201,,,,,
"Any[""Trial-593_PCM-1"", ""Trial-593_PCM-2"", ""Trial-593_PCM-3""]",18.61850836,17.45525024,17.45525024,,,,,
"Any[""Trial-594_PCM-1"", ""Trial-594_PCM-2"", ""Trial-594_PCM-3""]",12.71221204,12.71221204,12.71221232,,,,,
"Any[""Trial-595_PCM-1"", ""Trial-595_PCM-2"", ""Trial-595_PCM-3""]",13.20380352,12.29077312,12.29077312,,,,,
"Any[""Trial-596_PCM-1"", ""Trial-596_PCM-2"", ""Trial-596_PCM-3""]",16.14218025,16.14218025,17.07478902,,,,,
"Any[""Trial-597_PCM-1"", ""Trial-597_PCM-2"", ""Trial-597_PCM-3""]",20.22729796,20.22729796,20.22729827,,,,,
"Any[""Trial-598_PCM-1"", ""Trial-598_PCM-2"", ""Trial-598_PCM-3""]",9.93962671,9.93962671,10.28767171,,,,,
"Any[""Trial-599_PCM-1"", ""Trial-599_PCM-2"", ""Trial-599_PCM-3""]",17.1696257,17.1696257,19.21224643,,,,,
"Any[""Trial-600_PCM-1"", ""Trial-600_PCM-2"", ""Trial-600_PCM-3""]",15.45985586,15.2737988,15.2737988,,,,,
"Any[""Trial-601_PCM-1"", ""Trial-601_PCM-2"", ""Trial-601_PCM-3""]",13.63514247,13.63514247,13.744738,,,,,
"Any[""Trial-602_PCM-1"", ""Trial-602_PCM-2"", ""Trial-602_PCM-3""]",18.17182246,18.17182246,19.53487921,,,,,
"Any[""Trial-603_PCM-1"", ""Trial-603_PCM-2"", ""Trial-603_PCM-3""]",16.37737769,16.37737769,17.79406452,,,,,
"Any[""Trial-604_PCM-1"", ""Trial-604_PCM-2"", ""Trial-604_PCM-3""]",16.83797028,15.56677761,15.56677761,,,,,
"Any[""Trial-605_PCM-1"", ""Trial-605_PCM-2"", ""Trial-605_PCM-3""]",16.4358103,13.29929488,13.29929488,,,,,
"Any[""Trial-606_PCM-1"", ""Trial-606_PCM-2"", ""Trial-606_PCM-3""]",13.61975803,13.61975803,14.43046344,,,,,
"Any[""Trial-607_PCM-1"", ""Trial-607_PCM-2"", ""Trial-607_PCM-3""]",13.85123399,13.66750413,13.66750413,,,,,
"Any[""Trial-608_PCM-1"", ""Trial-608_PCM-2"", ""Trial-608_PCM-3""]",19.19964745,19.19964745,19.45780676,,,,,
"Any[""Trial-609_PCM-1"", ""Trial-609_PCM-2"", ""Trial-609_PCM-3""]",21.92255166,21.85532724,21.85532724,,,,,
"Any[""Trial-610_PCM-1"", ""Trial-610_PCM-2"", ""Trial-610_PCM-3""]",11.56148398,11.56148398,12.06213716,,,,,
"Any[""Trial-611_PCM-1"", ""Trial-611_PCM-2"", ""Trial-611_PCM-3""]",11.82037445,11.21113441,11.21113441,,,,,
"Any[""Trial-612_PCM-1"", ""Trial-612_PCM-2"", ""Trial-612_PCM-3""]",12.87975542,12.87975542,14.66818708,,,,,
"Any[""Trial-613_PCM-1"", ""Trial-613_PCM-2"", ""Trial-613_PCM-3""]",11.72477398,11.72477398,12.07282015,,,,,
"Any[""Trial-614_PCM-1"", ""Trial-614_PCM-2"", ""Trial-614_PCM-3""]",14.68828501,14.68828501,15.90622801,,,,,
"Any[""Trial-615_PCM-1"", ""Trial-615_PCM-2"", ""Trial-615_PCM-3""]",15.80497429,15.80497429,16.75974004,,,,,
"Any[""Trial-616_PCM-1"", ""Trial-616_PCM-2"", ""Trial-616_PCM-3""]",19.60327843,18.21193716,18.21193716,,,,,
"Any[""Trial-617_PCM-1"", ""Trial-617_PCM-2"", ""Trial-617_PCM-3""]",15.38993338,14.36726902,14.36726902,,,,,
"Any[""Trial-618_PCM-1"", ""Trial-618_PCM-2"", ""Trial-618_PCM-3""]",16.68765008,14.46849153,14.46849153,,,,,
"Any[""Trial-619_PCM-1"", ""Trial-619_PCM-2"", ""Trial-619_PCM-3""]",14.59857965,14.59857965,14.72204165,,,,,
"Any[""Trial-620_PCM-1"", ""Trial-620_PCM-2"", ""Trial-620_PCM-3""]",13.34662378,11.90953215,11.90953215,,,,,
"Any[""Trial-621_PCM-1"", ""Trial-621_PCM-2"", ""Trial-621_PCM-3""]",14.95067137,13.71747202,13.71747202,,,,,
"Any[""Trial-622_PCM-1"", ""Trial-622_PCM-2"", ""Trial-622_PCM-3""]",10.54521542,10.54521542,10.66081605,,,,,
"Any[""Trial-623_PCM-1"", ""Trial-623_PCM-2"", ""Trial-623_PCM-3""]",14.68211968,14.68211968,15.41272897,,,,,
"Any[""Trial-624_PCM-1"", ""Trial-624_PCM-2"", ""Trial-624_PCM-3""]",11.43839953,11.43839953,13.18334502,,,,,
"Any[""Trial-625_PCM-1"", ""Trial-625_PCM-2"", ""Trial-625_PCM-3""]",16.4011171,16.4011171,16.62503336,,,,,
"Any[""Trial-626_PCM-1"", ""Trial-626_PCM-2"", ""Trial-626_PCM-3""]",12.80378162,11.67507977,11.67507977,,,,,
"Any[""Trial-627_PCM-1"", ""Trial-627_PCM-2"", ""Trial-627_PCM-3""]",10.05490598,9.673663752,9.673663752,,,,,
"Any[""Trial-628_PCM-1"", ""Trial-628_PCM-2"", ""Trial-628_PCM-3""]",12.3226428,12.3226428,13.89633651,,,,,
"Any[""Trial-629_PCM-1"", ""Trial-629_PCM-2"", ""Trial-629_PCM-3""]",13.30971597,13.30971597,15.36537835,,,,,
"Any[""Trial-630_PCM-1"", ""Trial-630_PCM-2"", ""Trial-630_PCM-3""]",20.56578842,20.56578842,20.56578891,,,,,
"Any[""Trial-631_PCM-1"", ""Trial-631_PCM-2"", ""Trial-631_PCM-3""]",14.6597356,12.56674408,12.56674408,,,,,
"Any[""Trial-632_PCM-1"", ""Trial-632_PCM-2"", ""Trial-632_PCM-3""]",15.26552692,15.26552692,15.33324258,,,,,
"Any[""Trial-633_PCM-1"", ""Trial-633_PCM-2"", ""Trial-633_PCM-3""]",16.75875275,15.40559121,15.40559121,,,,,
"Any[""Trial-634_PCM-1"", ""Trial-634_PCM-2"", ""Trial-634_PCM-3""]",14.0197301,12.61127018,12.61127018,,,,,
"Any[""Trial-635_PCM-1"", ""Trial-635_PCM-2"", ""Trial-635_PCM-3""]",15.67996437,15.67996429,15.67996429,,,,,
"Any[""Trial-636_PCM-1"", ""Trial-636_PCM-2"", ""Trial-636_PCM-3""]",17.78726631,17.78726631,19.19964456,,,,,
"Any[""Trial-637_PCM-1"", ""Trial-637_PCM-2"", ""Trial-637_PCM-3""]",17.34602147,17.34602147,18.67883004,,,,,
"Any[""Trial-638_PCM-1"", ""Trial-638_PCM-2"", ""Trial-638_PCM-3""]",20.08441463,19.19324979,19.19324979,,,,,
"Any[""Trial-639_PCM-1"", ""Trial-639_PCM-2"", ""Trial-639_PCM-3""]",9.939622267,9.939622267,10.01883477,,,,,
"Any[""Trial-640_PCM-1"", ""Trial-640_PCM-2"", ""Trial-640_PCM-3""]",12.22036419,12.22036419,12.76681533,,,,,
"Any[""Trial-641_PCM-1"", ""Trial-641_PCM-2"", ""Trial-641_PCM-3""]",16.4192524,15.90186468,15.90186468,,,,,
"Any[""Trial-642_PCM-1"", ""Trial-642_PCM-2"", ""Trial-642_PCM-3""]",11.17283053,11.17283052,11.17283052,,,,,
"Any[""Trial-643_PCM-1"", ""Trial-643_PCM-2"", ""Trial-643_PCM-3""]",13.20380352,12.29077379,12.29077379,,,,,
"Any[""Trial-644_PCM-1"", ""Trial-644_PCM-2"", ""Trial-644_PCM-3""]",14.48993762,13.63797896,13.63797896,,,,,
"Any[""Trial-645_PCM-1"", ""Trial-645_PCM-2"", ""Trial-645_PCM-3""]",16.39629902,16.39629902,17.41409911,,,,,
"Any[""Trial-646_PCM-1"", ""Trial-646_PCM-2"", ""Trial-646_PCM-3""]",15.57905876,15.54681976,15.54681976,,,,,
"Any[""Trial-647_PCM-1"", ""Trial-647_PCM-2"", ""Trial-647_PCM-3""]",10.40474949,10.40474778,10.40474778,,,,,
"Any[""Trial-648_PCM-1"", ""Trial-648_PCM-2"", ""Trial-648_PCM-3""]",17.59473865,17.59473865,18.36814985,,,,,
"Any[""Trial-649_PCM-1"", ""Trial-649_PCM-2"", ""Trial-649_PCM-3""]",13.46552973,13.46552973,13.63224248,,,,,
"Any[""Trial-650_PCM-1"", ""Trial-650_PCM-2"", ""Trial-650_PCM-3""]",13.68398245,13.68398245,16.10139221,,,,,
"Any[""Trial-651_PCM-1"", ""Trial-651_PCM-2"", ""Trial-651_PCM-3""]",15.84324836,15.84324836,16.19084398,,,,,
"Any[""Trial-652_PCM-1"", ""Trial-652_PCM-2"", ""Trial-652_PCM-3""]",13.00526107,11.88442766,11.88442766,,,,,
"Any[""Trial-653_PCM-1"", ""Trial-653_PCM-2"", ""Trial-653_PCM-3""]",18.85158985,18.85158985,20.54041314,,,,,
"Any[""Trial-654_PCM-1"", ""Trial-654_PCM-2"", ""Trial-654_PCM-3""]",15.48479394,15.48479394,15.81029235,,,,,
"Any[""Trial-655_PCM-1"", ""Trial-655_PCM-2"", ""Trial-655_PCM-3""]",18.60542576,18.56046688,18.56046688,,,,,
"Any[""Trial-656_PCM-1"", ""Trial-656_PCM-2"", ""Trial-656_PCM-3""]",15.64807791,15.64807791,18.80979892,,,,,
"Any[""Trial-657_PCM-1"", ""Trial-657_PCM-2"", ""Trial-657_PCM-3""]",15.48479721,14.59222841,14.59222841,,,,,
"Any[""Trial-658_PCM-1"", ""Trial-658_PCM-2"", ""Trial-658_PCM-3""]",16.63055241,15.85797138,15.85797138,,,,,
"Any[""Trial-659_PCM-1"", ""Trial-659_PCM-2"", ""Trial-659_PCM-3""]",16.15397542,16.15397542,16.77057815,,,,,
"Any[""Trial-660_PCM-1"", ""Trial-660_PCM-2"", ""Trial-660_PCM-3""]",15.48480001,13.97519323,13.97519323,,,,,
"Any[""Trial-661_PCM-1"", ""Trial-661_PCM-2"", ""Trial-661_PCM-3""]",15.36902087,15.36902087,15.72439296,,,,,
"Any[""Trial-662_PCM-1"", ""Trial-662_PCM-2"", ""Trial-662_PCM-3""]",15.93197184,15.93197184,16.12051732,,,,,
"Any[""Trial-663_PCM-1"", ""Trial-663_PCM-2"", ""Trial-663_PCM-3""]",19.3218574,19.27953107,19.27953107,,,,,
"Any[""Trial-664_PCM-1"", ""Trial-664_PCM-2"", ""Trial-664_PCM-3""]",15.35089873,15.35089873,16.52833584,,,,,
"Any[""Trial-665_PCM-1"", ""Trial-665_PCM-2"", ""Trial-665_PCM-3""]",14.075921,14.075921,14.28020243,,,,,
"Any[""Trial-666_PCM-1"", ""Trial-666_PCM-2"", ""Trial-666_PCM-3""]",15.81832935,15.81832935,16.11097595,,,,,
"Any[""Trial-667_PCM-1"", ""Trial-667_PCM-2"", ""Trial-667_PCM-3""]",8.317766167,8.317766167,8.876813694,,,,,
"Any[""Trial-668_PCM-1"", ""Trial-668_PCM-2"", ""Trial-668_PCM-3""]",11.65767431,11.65767431,12.0057194,,,,,
"Any[""Trial-669_PCM-1"", ""Trial-669_PCM-2"", ""Trial-669_PCM-3""]",10.67648025,10.67648016,10.67648016,,,,,
"Any[""Trial-670_PCM-1"", ""Trial-670_PCM-2"", ""Trial-670_PCM-3""]",14.06811591,14.06811568,14.06811568,,,,,
"Any[""Trial-671_PCM-1"", ""Trial-671_PCM-2"", ""Trial-671_PCM-3""]",13.60478679,13.60478679,14.97990413,,,,,
"Any[""Trial-672_PCM-1"", ""Trial-672_PCM-2"", ""Trial-672_PCM-3""]",9.764315092,9.764315092,9.764315222,,,,,
"Any[""Trial-673_PCM-1"", ""Trial-673_PCM-2"", ""Trial-673_PCM-3""]",10.52344052,10.52344052,10.52344055,,,,,
"Any[""Trial-674_PCM-1"", ""Trial-674_PCM-2"", ""Trial-674_PCM-3""]",12.24108192,12.24108192,12.4922869,,,,,
"Any[""Trial-675_PCM-1"", ""Trial-675_PCM-2"", ""Trial-675_PCM-3""]",14.30455303,14.30455303,14.54414541,,,,,
"Any[""Trial-676_PCM-1"", ""Trial-676_PCM-2"", ""Trial-676_PCM-3""]",11.75664629,11.75664629,12.17808795,,,,,
"Any[""Trial-677_PCM-1"", ""Trial-677_PCM-2"", ""Trial-677_PCM-3""]",18.78616911,17.421659,17.421659,,,,,
"Any[""Trial-678_PCM-1"", ""Trial-678_PCM-2"", ""Trial-678_PCM-3""]",16.5725363,16.5725363,16.92997791,,,,,
"Any[""Trial-679_PCM-1"", ""Trial-679_PCM-2"", ""Trial-679_PCM-3""]",16.97628087,16.40790495,16.40790495,,,,,
"Any[""Trial-680_PCM-1"", ""Trial-680_PCM-2"", ""Trial-680_PCM-3""]",16.11922237,16.11922237,16.45077316,,,,,
"Any[""Trial-681_PCM-1"", ""Trial-681_PCM-2"", ""Trial-681_PCM-3""]",12.57693757,12.57693757,12.85291502,,,,,
"Any[""Trial-682_PCM-1"", ""Trial-682_PCM-2"", ""Trial-682_PCM-3""]",15.0331478,14.25721477,14.25721477,,,,,
"Any[""Trial-683_PCM-1"", ""Trial-683_PCM-2"", ""Trial-683_PCM-3""]",15.89058979,15.89058979,15.8905898,,,,,
"Any[""Trial-684_PCM-1"", ""Trial-684_PCM-2"", ""Trial-684_PCM-3""]",16.56213002,14.75551782,14.75551782,,,,,
"Any[""Trial-685_PCM-1"", ""Trial-685_PCM-2"", ""Trial-685_PCM-3""]",20.55787199,20.55787199,23.53231999,,,,,
"Any[""Trial-686_PCM-1"", ""Trial-686_PCM-2"", ""Trial-686_PCM-3""]",16.33375927,15.99557912,15.99557912,,,,,
"Any[""Trial-687_PCM-1"", ""Trial-687_PCM-2"", ""Trial-687_PCM-3""]",11.83003538,10.83219955,10.83219955,,,,,
"Any[""Trial-688_PCM-1"", ""Trial-688_PCM-2"", ""Trial-688_PCM-3""]",10.72589274,10.72589274,14.07919547,,,,,
"Any[""Trial-689_PCM-1"", ""Trial-689_PCM-2"", ""Trial-689_PCM-3""]",11.09035489,11.09035489,11.81964071,,,,,
"Any[""Trial-690_PCM-1"", ""Trial-690_PCM-2"", ""Trial-690_PCM-3""]",17.02745132,17.02745132,19.06901128,,,,,
"Any[""Trial-691_PCM-1"", ""Trial-691_PCM-2"", ""Trial-691_PCM-3""]",16.18455424,14.49735914,14.49735914,,,,,
"Any[""Trial-692_PCM-1"", ""Trial-692_PCM-2"", ""Trial-692_PCM-3""]",14.93736618,14.93736618,15.83417128,,,,,
"Any[""Trial-693_PCM-1"", ""Trial-693_PCM-2"", ""Trial-693_PCM-3""]",17.99923366,17.99923366,18.61584007,,,,,
"Any[""Trial-694_PCM-1"", ""Trial-694_PCM-2"", ""Trial-694_PCM-3""]",11.29456318,11.29456318,11.53225649,,,,,
"Any[""Trial-695_PCM-1"", ""Trial-695_PCM-2"", ""Trial-695_PCM-3""]",18.6966315,18.6966315,19.425922,,,,,
"Any[""Trial-696_PCM-1"", ""Trial-696_PCM-2"", ""Trial-696_PCM-3""]",11.03149643,11.03149638,11.03149638,,,,,
"Any[""Trial-697_PCM-1"", ""Trial-697_PCM-2"", ""Trial-697_PCM-3""]",14.78870952,13.25057559,13.25057559,,,,,
"Any[""Trial-698_PCM-1"", ""Trial-698_PCM-2"", ""Trial-698_PCM-3""]",11.35339032,11.35339032,11.46298573,,,,,
"Any[""Trial-699_PCM-1"", ""Trial-699_PCM-2"", ""Trial-699_PCM-3""]",16.99396922,16.06994112,16.06994112,,,,,
"Any[""Trial-700_PCM-1"", ""Trial-700_PCM-2"", ""Trial-700_PCM-3""]",17.64245525,17.64245525,18.30639534,,,,,
"Any[""Trial-701_PCM-1"", ""Trial-701_PCM-2"", ""Trial-701_PCM-3""]",11.56148516,11.56148516,12.00784899,,,,,
"Any[""Trial-702_PCM-1"", ""Trial-702_PCM-2"", ""Trial-702_PCM-3""]",14.26034923,14.26034923,15.16128264,,,,,
"Any[""Trial-703_PCM-1"", ""Trial-703_PCM-2"", ""Trial-703_PCM-3""]",15.46368993,15.46368993,16.72015547,,,,,
"Any[""Trial-704_PCM-1"", ""Trial-704_PCM-2"", ""Trial-704_PCM-3""]",17.80407551,17.80407551,17.94954506,,,,,
"Any[""Trial-705_PCM-1"", ""Trial-705_PCM-2"", ""Trial-705_PCM-3""]",21.50111177,21.50111177,21.50111277,,,,,
"Any[""Trial-706_PCM-1"", ""Trial-706_PCM-2"", ""Trial-706_PCM-3""]",12.90884622,12.90884622,13.57130155,,,,,
"Any[""Trial-707_PCM-1"", ""Trial-707_PCM-2"", ""Trial-707_PCM-3""]",13.3821395,13.3821395,13.38214009,,,,,
"Any[""Trial-708_PCM-1"", ""Trial-708_PCM-2"", ""Trial-708_PCM-3""]",16.96711395,16.96711395,17.26354545,,,,,
"Any[""Trial-709_PCM-1"", ""Trial-709_PCM-2"", ""Trial-709_PCM-3""]",16.60289313,16.60289313,18.27125554,,,,,
"Any[""Trial-710_PCM-1"", ""Trial-710_PCM-2"", ""Trial-710_PCM-3""]",13.60478909,13.60478909,14.83799367,,,,,
"Any[""Trial-711_PCM-1"", ""Trial-711_PCM-2"", ""Trial-711_PCM-3""]",16.10140413,15.55819211,15.55819211,,,,,
"Any[""Trial-712_PCM-1"", ""Trial-712_PCM-2"", ""Trial-712_PCM-3""]",11.98292936,11.98292936,13.70097495,,,,,
"Any[""Trial-713_PCM-1"", ""Trial-713_PCM-2"", ""Trial-713_PCM-3""]",12.66740704,12.66740704,12.7770013,,,,,
"Any[""Trial-714_PCM-1"", ""Trial-714_PCM-2"", ""Trial-714_PCM-3""]",12.27935529,12.27935529,15.48479444,,,,,
"Any[""Trial-715_PCM-1"", ""Trial-715_PCM-2"", ""Trial-715_PCM-3""]",9.939624439,9.939624439,10.1174332,,,,,
"Any[""Trial-716_PCM-1"", ""Trial-716_PCM-2"", ""Trial-716_PCM-3""]",13.6531219,13.6531219,13.97329264,,,,,
"Any[""Trial-717_PCM-1"", ""Trial-717_PCM-2"", ""Trial-717_PCM-3""]",13.35358417,13.35358417,14.84343236,,,,,
"Any[""Trial-718_PCM-1"", ""Trial-718_PCM-2"", ""Trial-718_PCM-3""]",11.67675681,11.67675681,14.59222552,,,,,
"Any[""Trial-719_PCM-1"", ""Trial-719_PCM-2"", ""Trial-719_PCM-3""]",16.11921881,14.9092248,14.9092248,,,,,
"Any[""Trial-720_PCM-1"", ""Trial-720_PCM-2"", ""Trial-720_PCM-3""]",9.939626815,9.939626815,10.4986741,,,,,
"Any[""Trial-721_PCM-1"", ""Trial-721_PCM-2"", ""Trial-721_PCM-3""]",13.69467092,12.25757,12.25757,,,,,
"Any[""Trial-722_PCM-1"", ""Trial-722_PCM-2"", ""Trial-722_PCM-3""]",15.1139649,15.1139649,17.41541824,,,,,
"Any[""Trial-723_PCM-1"", ""Trial-723_PCM-2"", ""Trial-723_PCM-3""]",16.37737308,16.37737308,17.00588877,,,,,
"Any[""Trial-724_PCM-1"", ""Trial-724_PCM-2"", ""Trial-724_PCM-3""]",15.13675716,15.13675716,15.13675736,,,,,
"Any[""Trial-725_PCM-1"", ""Trial-725_PCM-2"", ""Trial-725_PCM-3""]",12.68342307,11.88134114,11.88134114,,,,,
"Any[""Trial-726_PCM-1"", ""Trial-726_PCM-2"", ""Trial-726_PCM-3""]",15.38993566,15.38993566,16.63705507,,,,,
"Any[""Trial-727_PCM-1"", ""Trial-727_PCM-2"", ""Trial-727_PCM-3""]",15.61870231,15.21407923,15.21407923,,,,,
"Any[""Trial-728_PCM-1"", ""Trial-728_PCM-2"", ""Trial-728_PCM-3""]",15.50657479,14.41655195,14.41655195,,,,,
"Any[""Trial-729_PCM-1"", ""Trial-729_PCM-2"", ""Trial-729_PCM-3""]",9.764925349,9.764925349,10.08509602,,,,,
"Any[""Trial-730_PCM-1"", ""Trial-730_PCM-2"", ""Trial-730_PCM-3""]",11.36632193,11.36632193,14.21714046,,,,,
"Any[""Trial-731_PCM-1"", ""Trial-731_PCM-2"", ""Trial-731_PCM-3""]",11.70695641,11.70695641,11.70695648,,,,,
"Any[""Trial-732_PCM-1"", ""Trial-732_PCM-2"", ""Trial-732_PCM-3""]",15.06335786,15.06335786,16.17366188,,,,,
"Any[""Trial-733_PCM-1"", ""Trial-733_PCM-2"", ""Trial-733_PCM-3""]",12.24107471,11.52087406,11.52087406,,,,,
"Any[""Trial-734_PCM-1"", ""Trial-734_PCM-2"", ""Trial-734_PCM-3""]",17.15635115,17.15635115,19.31233759,,,,,
"Any[""Trial-735_PCM-1"", ""Trial-735_PCM-2"", ""Trial-735_PCM-3""]",13.45452717,13.45452717,13.45452763,,,,,
"Any[""Trial-736_PCM-1"", ""Trial-736_PCM-2"", ""Trial-736_PCM-3""]",14.11930366,14.11930366,14.37745921,,,,,
"Any[""Trial-737_PCM-1"", ""Trial-737_PCM-2"", ""Trial-737_PCM-3""]",17.7579556,16.76587067,16.76587067,,,,,
"Any[""Trial-738_PCM-1"", ""Trial-738_PCM-2"", ""Trial-738_PCM-3""]",18.98667746,18.98667746,19.77370482,,,,,
"Any[""Trial-739_PCM-1"", ""Trial-739_PCM-2"", ""Trial-739_PCM-3""]",19.76656198,19.76656198,19.99043272,,,,,
"Any[""Trial-740_PCM-1"", ""Trial-740_PCM-2"", ""Trial-740_PCM-3""]",10.4107582,10.4107582,11.14004456,,,,,
"Any[""Trial-741_PCM-1"", ""Trial-741_PCM-2"", ""Trial-741_PCM-3""]",12.39735107,12.39735107,15.25673185,,,,,
"Any[""Trial-742_PCM-1"", ""Trial-742_PCM-2"", ""Trial-742_PCM-3""]",13.71525045,13.71525045,13.75944915,,,,,
"Any[""Trial-743_PCM-1"", ""Trial-743_PCM-2"", ""Trial-743_PCM-3""]",15.48480313,15.48480313,15.48480376,,,,,
"Any[""Trial-744_PCM-1"", ""Trial-744_PCM-2"", ""Trial-744_PCM-3""]",16.35405336,16.35405336,17.13685168,,,,,
"Any[""Trial-745_PCM-1"", ""Trial-745_PCM-2"", ""Trial-745_PCM-3""]",16.57253768,16.57253768,17.4651112,,,,,
"Any[""Trial-746_PCM-1"", ""Trial-746_PCM-2"", ""Trial-746_PCM-3""]",19.44441161,18.82458398,18.82458398,,,,,
"Any[""Trial-747_PCM-1"", ""Trial-747_PCM-2"", ""Trial-747_PCM-3""]",14.1389141,14.1389141,17.99923504,,,,,
"Any[""Trial-748_PCM-1"", ""Trial-748_PCM-2"", ""Trial-748_PCM-3""]",14.33406439,14.33406439,14.43013172,,,,,
"Any[""Trial-749_PCM-1"", ""Trial-749_PCM-2"", ""Trial-749_PCM-3""]",14.28438298,14.28438298,17.83594446,,,,,
"Any[""Trial-750_PCM-1"", ""Trial-750_PCM-2"", ""Trial-750_PCM-3""]",12.2410811,12.2410811,15.01170798,,,,,
"Any[""Trial-751_PCM-1"", ""Trial-751_PCM-2"", ""Trial-751_PCM-3""]",19.44239652,19.44239652,20.12174969,,,,,
"Any[""Trial-752_PCM-1"", ""Trial-752_PCM-2"", ""Trial-752_PCM-3""]",12.01080052,12.01080052,12.83162645,,,,,
"Any[""Trial-753_PCM-1"", ""Trial-753_PCM-2"", ""Trial-753_PCM-3""]",10.83220047,10.83220047,11.18641365,,,,,
"Any[""Trial-754_PCM-1"", ""Trial-754_PCM-2"", ""Trial-754_PCM-3""]",16.33003723,16.33003723,16.38576962,,,,,
"Any[""Trial-755_PCM-1"", ""Trial-755_PCM-2"", ""Trial-755_PCM-3""]",9.174830173,9.174830173,9.284427152,,,,,
"Any[""Trial-756_PCM-1"", ""Trial-756_PCM-2"", ""Trial-756_PCM-3""]",14.34574914,12.71221532,12.71221532,,,,,
"Any[""Trial-757_PCM-1"", ""Trial-757_PCM-2"", ""Trial-757_PCM-3""]",14.90496485,14.90496485,15.80960931,,,,,
"Any[""Trial-758_PCM-1"", ""Trial-758_PCM-2"", ""Trial-758_PCM-3""]",21.80986438,21.20657969,21.20657969,,,,,
"Any[""Trial-759_PCM-1"", ""Trial-759_PCM-2"", ""Trial-759_PCM-3""]",8.317765688,8.317765616,8.317765616,,,,,
"Any[""Trial-760_PCM-1"", ""Trial-760_PCM-2"", ""Trial-760_PCM-3""]",14.097924,14.097924,14.68233861,,,,,
"Any[""Trial-761_PCM-1"", ""Trial-761_PCM-2"", ""Trial-761_PCM-3""]",9.939626099,9.939626099,9.939626136,,,,,
"Any[""Trial-762_PCM-1"", ""Trial-762_PCM-2"", ""Trial-762_PCM-3""]",15.8102563,15.8102563,18.80537083,,,,,
"Any[""Trial-763_PCM-1"", ""Trial-763_PCM-2"", ""Trial-763_PCM-3""]",12.67901806,11.90953251,11.90953251,,,,,
"Any[""Trial-764_PCM-1"", ""Trial-764_PCM-2"", ""Trial-764_PCM-3""]",10.4107577,10.4107577,11.0501521,,,,,
"Any[""Trial-765_PCM-1"", ""Trial-765_PCM-2"", ""Trial-765_PCM-3""]",13.95282112,13.95282112,16.81268278,,,,,
"Any[""Trial-766_PCM-1"", ""Trial-766_PCM-2"", ""Trial-766_PCM-3""]",13.14863481,12.96340326,12.96340326,,,,,
"Any[""Trial-767_PCM-1"", ""Trial-767_PCM-2"", ""Trial-767_PCM-3""]",11.83004323,11.83004323,12.73404807,,,,,
"Any[""Trial-768_PCM-1"", ""Trial-768_PCM-2"", ""Trial-768_PCM-3""]",12.7122138,12.13981039,12.13981039,,,,,
