Trial,entani論文のPerfectIncorporation_wᴸ,解の非唯一性考慮のPerfectIncorporation_wᴸ,entani論文のPerfectIncorporation_wᵁ,解の非唯一性考慮のPerfectIncorporation_wᵁ,entani論文のPerfectIncorporation_wᴸ_1,解の非唯一性考慮のPerfectIncorporation_wᴸ_1,entani論文のPerfectIncorporation_wᵁ_1,解の非唯一性考慮のPerfectIncorporation_wᵁ_1,entani論文のPerfectIncorporation_wᴸ_2,解の非唯一性考慮のPerfectIncorporation_wᴸ_2,entani論文のPerfectIncorporation_wᵁ_2,解の非唯一性考慮のPerfectIncorporation_wᵁ_2,entani論文のPerfectIncorporation_wᴸ_3,解の非唯一性考慮のPerfectIncorporation_wᴸ_3,entani論文のPerfectIncorporation_wᵁ_3,解の非唯一性考慮のPerfectIncorporation_wᵁ_3
11,"[0.26086953936632656, 0.12919897269031957, 0.13043480271507932, 0.09375003900000076, 0.02898550682084487]","[0.2769230803161132, 0.1291989732246634, 0.13333333333333316, 0.09375004231729647, 0.030769231146234872]","[0.39999994857143256, 0.26086953936632656, 0.307692265692308, 0.30769229169230794, 0.17708333233333334]","[0.3999999999999996, 0.2769230803161136, 0.3076922621198358, 0.34444441874568504, 0.17708333224827427]","[0.3875968684555777, 0.12919897269031957, 0.19121448156628817, 0.19121448156628817, 0.03875968684555777]","[0.38759686583838293, 0.1291989732246634, 0.19121448252592613, 0.1912144825259265, 0.038759686583838354]","[0.3875969180709587, 0.19121448156628817, 0.19379843422778886, 0.19379843422778886, 0.09560724078314409]","[0.3875969196739901, 0.19121448252592613, 0.19379843291919147, 0.19379843291919177, 0.09560724126296306]","[0.30769229169230794, 0.1538461718461538, 0.15384617184615357, 0.1538461328461541, 0.07692307292307698]","[0.3076922903313655, 0.1538461733772132, 0.1538461733772132, 0.1538461310599179, 0.07692307258284145]","[0.30769234369230714, 0.15384617184615387, 0.3076922656923082, 0.30769229169230794, 0.07692308592307681]","[0.3076923467544264, 0.1538461733772132, 0.3076922621198358, 0.3076922903313655, 0.0769230866886066]","[0.26086953936632656, 0.26086953936632656, 0.13043480271507935, 0.1304347806938019, 0.02898550682084487]","[0.2769230803161136, 0.2769230680634808, 0.1384615401580569, 0.13846154015805695, 0.030769231146234872]","[0.2608696054301587, 0.26086953936632656, 0.2608695613876038, 0.26086953936632656, 0.08695651312210906]","[0.2769230803161138, 0.2769230803161136, 0.2769230803161139, 0.2769230803161136, 0.0923076893544936]"
12,"[0.25000005000000325, 0.08333335000000108, 0.1818181303896113, 0.14285714885714312, 0.030303037445887193]","[0.2647059347426556, 0.08823531158088518, 0.1818181818181818, 0.14185640801113372, 0.030303030303030304]","[0.3636362607792226, 0.2380952060952365, 0.33333319999999145, 0.28571426676691686, 0.1428571488571432]","[0.3636363636363636, 0.2714535648709511, 0.30769229683507254, 0.30303025980879134, 0.14285713560318325]","[0.3076923076923077, 0.15384615384615388, 0.23076923076923075, 0.15384615384615388, 0.034188024188034113]","[0.3076922968350725, 0.15384614841753633, 0.23076932848434675, 0.15384614841753624, 0.034188032981674735]","[0.3076923076923077, 0.23076923076923075, 0.3076923076923078, 0.15384615384615388, 0.07692307692307694]","[0.30769229683507265, 0.23076932848434675, 0.3076922968350725, 0.1538461484175363, 0.07692310949478225]","[0.2857142667669168, 0.09523808892230563, 0.23809518914786845, 0.14285716654135397, 0.03174602964076854]","[0.2837128160222666, 0.0945709386740888, 0.27145356487095107, 0.14185640801113364, 0.0315236462246963]","[0.2857142667669168, 0.23809518914786845, 0.28571433308270794, 0.28571426676691686, 0.04761904446115282]","[0.2837128160222666, 0.271453564870951, 0.28371281602226744, 0.2837128160222666, 0.05429071297419019]","[0.27272724272727333, 0.18181813038961137, 0.1818181303896113, 0.1818182246753239, 0.030303037445887193]","[0.30303025980879134, 0.1818181818181818, 0.1818181818181818, 0.18181818181818182, 0.030303030303030304]","[0.3636362607792226, 0.1818182246753239, 0.1818182246753239, 0.27272724272727333, 0.09090906519480568]","[0.3636363636363636, 0.18181818181818182, 0.18181818181818182, 0.30303025980879134, 0.0909090909090909]"
13,"[0.2857142257142723, 0.07843137141694403, 0.061855672830365374, 0.09375000428571523, 0.024390242323491282]","[0.3188405831048299, 0.0850340042047769, 0.0659340679452028, 0.09375000872919005, 0.02210884928226603]","[0.47058822850166426, 0.19512193858793184, 0.28571422571427063, 0.23529411425083213, 0.1562499614285772]","[0.5102040252286614, 0.19512194307226954, 0.31884058310482993, 0.2551020126143307, 0.17187496944783456]","[0.2857142257142723, 0.14285711285713543, 0.1904762438095332, 0.14285711285714342, 0.047619060952383]","[0.31884058310482993, 0.15942028179269555, 0.1739130417809192, 0.15942029155241502, 0.043478260445229615]","[0.2857142257142842, 0.1904762438095332, 0.2857142257142705, 0.1904762438095291, 0.14285711285713615]","[0.31884058310482993, 0.1739130417809192, 0.31884058310482993, 0.17391304178091896, 0.15942029155241497]","[0.47058822850166426, 0.07843137141694405, 0.11764705712541607, 0.11764705712541546, 0.026143790472314545]","[0.5102040252286614, 0.0850340042047769, 0.12755100630716534, 0.09948982177019713, 0.02210884928226603]","[0.47058822850166426, 0.11764707155937996, 0.2352941142508309, 0.23529411425083213, 0.05882352856270756]","[0.5102040252286614, 0.12755100630716942, 0.19897964354039427, 0.2551020126143307, 0.0637755031535786]","[0.3750000171428544, 0.1562499614285746, 0.18750000857142624, 0.09375000428571312, 0.06250000285714204]","[0.375000034916761, 0.1718749694478338, 0.18750001745837974, 0.09375000872918991, 0.06250000581946025]","[0.37500001714285447, 0.1875000085714272, 0.18750000857142624, 0.18750000857142612, 0.15624996142857894]","[0.375000034916761, 0.18750001745838063, 0.18750001745837974, 0.1875000174583805, 0.17187496944783384]"
14,"[0.2857142857142857, 0.10526316178362596, 0.1818181833566433, 0.06896552259021732, 0.04109588730751039]","[0.285714295915979, 0.10526315789473684, 0.18181818473295136, 0.06896552214762312, 0.04109588861066007]","[0.4137930950761821, 0.22857140857142835, 0.3157894607212474, 0.20547943653755196, 0.1818181748951051]","[0.4137930957689377, 0.2406014660698077, 0.3157894736842105, 0.20547944305330032, 0.18181817671733508]","[0.2857142857142857, 0.14285714285714288, 0.22857140857142846, 0.14285714285714285, 0.11428570428571423]","[0.285714295915979, 0.1428571479579895, 0.22857142245041256, 0.1428571479579895, 0.11428571122520625]","[0.28571428571428575, 0.22857140857142846, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285]","[0.285714295915979, 0.22857142245041256, 0.285714295915979, 0.1428571479579895, 0.1428571479579895]","[0.3636363497902102, 0.18181818335664263, 0.1818181833566433, 0.0909090916783225, 0.09090909167832131]","[0.36363635343467016, 0.18181818473295136, 0.18181818473295136, 0.09090909236647565, 0.09090909236647565]","[0.3636363667132866, 0.18181818335664368, 0.18181818335664363, 0.18181818335664263, 0.1818181748951051]","[0.3636363694659027, 0.18181818473295144, 0.18181818473295147, 0.18181818473295142, 0.18181817671733508]","[0.31578946072124736, 0.10526316178362577, 0.21052631125243657, 0.15789473036062368, 0.0451127836215539]","[0.3157894736842105, 0.10526315789473684, 0.2406014660698077, 0.15789473684210525, 0.045112781954887216]","[0.3157894853508773, 0.21052631125243657, 0.3157894607212474, 0.15789473036062368, 0.10526316178362577]","[0.3157894736842105, 0.2406014660698077, 0.3157894736842105, 0.15789473684210525, 0.10526315789473684]"
15,"[0.25000000499999986, 0.0999999959999998, 0.12878788378787934, 0.10000001600000147, 0.02343750636363583]","[0.2500000059059007, 0.10526315621103734, 0.12878788429337867, 0.10526317220618348, 0.02343750437473993]","[0.3999999839999992, 0.23076922690420004, 0.3076922977536572, 0.25000000499999986, 0.12499999249999995]","[0.4210526248441492, 0.25213670206499356, 0.30769230769230804, 0.2500000059059007, 0.12500000295295036]","[0.3999999839999992, 0.0999999959999998, 0.19999997199999534, 0.10000001600000086, 0.049999997999999865]","[0.4210526248441492, 0.10526315621103734, 0.21052631242207456, 0.10526317220618348, 0.05263157810551865]","[0.3999999839999992, 0.19999997199999534, 0.20000003200000172, 0.19999999199999946, 0.0999999959999998]","[0.4210526248441492, 0.21052631242207456, 0.21052634441236695, 0.2105263124220746, 0.1052631562110373]","[0.25000000499999986, 0.12499999249999995, 0.20833333083333339, 0.20833333083333339, 0.12499999249999995]","[0.25000000590590005, 0.12500000295294994, 0.2083333303803833, 0.2083333303803833, 0.12500000295295036]","[0.25000000499999997, 0.20833333083333339, 0.2500000050000003, 0.25000000499999986, 0.12499999249999995]","[0.25000000590590005, 0.2083333303803833, 0.2500000059059007, 0.2500000059059007, 0.12500000295295036]","[0.3906249509090947, 0.19531247545454739, 0.19531247545454747, 0.10546877863636127, 0.02343750636363583]","[0.3906249982501038, 0.19531249912505202, 0.19531249912505227, 0.10546876968632966, 0.02343750437473993]","[0.3906249509090947, 0.19531247545454747, 0.21093755727272248, 0.19531247545454739, 0.09765623772727369]","[0.390624998250104, 0.19531249912505227, 0.21093753937265936, 0.1953124991250519, 0.09765624956252618]"
16,"[0.299999949999995, 0.057971007826086565, 0.1304347676086946, 0.10000002099999947, 0.02898550391304329]","[0.31578950060807415, 0.05797101139805632, 0.13043477564562672, 0.1022727441952134, 0.02898550569902816]","[0.5217390704347791, 0.299999949999995, 0.31578946035087624, 0.26086953521738976, 0.17647041323530271]","[0.5217391025825069, 0.3333332491962616, 0.31578950060807415, 0.26086955129125344, 0.17647039191545144]","[0.5217390704347791, 0.057971007826086565, 0.13043476760869477, 0.13768118192029194, 0.028985503913043307]","[0.5217391025825069, 0.05797101139805632, 0.13043477564562672, 0.13768116986489318, 0.02898550569902816]","[0.5217390704347791, 0.13768118192029194, 0.13768118192029086, 0.26086953521738976, 0.06521738380434597]","[0.5217391025825069, 0.13768116986489318, 0.13768116986489345, 0.26086955129125344, 0.06521738782281336]","[0.39999996399999965, 0.1999999819999987, 0.13333332133333314, 0.10000002099999947, 0.04444444044444441]","[0.40909090909090884, 0.2045454545454545, 0.13636363636363621, 0.1022727441952134, 0.04545454545454545]","[0.39999996399999965, 0.1999999819999987, 0.20000004199999893, 0.19999998200000063, 0.0999999910000009]","[0.40909090909090884, 0.20454545454545467, 0.2045454883904268, 0.20454545454545464, 0.10227272727272722]","[0.3529408264706071, 0.11764733882351407, 0.17647041323530274, 0.17647100823527354, 0.06722671075631129]","[0.3529407838309029, 0.11764737293527756, 0.17647039191545155, 0.1764710594029164, 0.06722668882732155]","[0.3529420164705422, 0.20168013226893386, 0.17647100823527326, 0.20168013226893947, 0.17647041323530274]","[0.3529421188058327, 0.20168006648196482, 0.17647105940291632, 0.20168006648196457, 0.17647039191545144]"
17,"[0.36363636963636364, 0.08510636913256994, 0.17021284672667503, 0.04545454345454543, 0.03783784842607381]","[0.363636369647087, 0.0851063744424758, 0.17021281575222313, 0.04545454345097083, 0.03783784175787553]","[0.4255318456628497, 0.20454541704545334, 0.26388885915204996, 0.21276592283142498, 0.19459455577106294]","[0.4255318722123791, 0.20454541697843145, 0.2638888590988986, 0.2127659361061897, 0.19459458022112258]","[0.37037036054580996, 0.18518518027290515, 0.1851851992202713, 0.08796295305068332, 0.07407407968810854]","[0.3703703605282496, 0.18518518026412498, 0.1851851992453576, 0.0879629530329662, 0.07407407969814303]","[0.3703703984405429, 0.1851851992202713, 0.26388885915204996, 0.18518518027290498, 0.09259259013645255]","[0.3703703984907152, 0.1851851992453576, 0.2638888590988986, 0.1851851802641248, 0.09259259013206246]","[0.36363638863636455, 0.18181819431818297, 0.18181816681818092, 0.181818166818181, 0.06818180568181778]","[0.3636363886810448, 0.18181819434052415, 0.18181816679137242, 0.18181816679137233, 0.06818180565947728]","[0.36363638863636455, 0.20454541704545334, 0.18181819431818233, 0.18181819431818208, 0.0909090834090905]","[0.3636363886810448, 0.2045454169784313, 0.18181819434052257, 0.18181819434052257, 0.09090908339568621]","[0.38918911154212493, 0.12972970384737498, 0.18918924213036942, 0.09729727788553119, 0.03783784842607381]","[0.38918916044224466, 0.12972972014741468, 0.1891892087893783, 0.09729729011056157, 0.03783784175787567]","[0.38918911154212493, 0.18918924213036906, 0.19459455577106285, 0.18918924213036942, 0.1945945557710629]","[0.38918916044224466, 0.1891892087893783, 0.19459458022112258, 0.18918920878937817, 0.19459458022112258]"
18,"[0.30769230769230754, 0.06593406882880287, 0.1794871894871786, 0.09615384921507084, 0.038461539686025795]","[0.3076923076923076, 0.06593406593406594, 0.17948719603276936, 0.09615386174906121, 0.03846153697627988]","[0.40909089575757657, 0.20454544787878823, 0.32967032019664577, 0.19230766659340703, 0.1923076665934086]","[0.40909089289242995, 0.22527469332462227, 0.32967032967032966, 0.1923076848813994, 0.1923076848813994]","[0.3076923076923047, 0.15384615384615236, 0.1794871894871786, 0.15384615384615313, 0.0769230769230777]","[0.3076923076923076, 0.15384615384615385, 0.17948719603276936, 0.1538461538461538, 0.076923076923077]","[0.3076923076923047, 0.1794871894871786, 0.30769230769230627, 0.1538461538461554, 0.1794871894871786]","[0.3076923076923076, 0.17948719603276936, 0.3076923076923076, 0.1538461538461538, 0.17948719603276936]","[0.38461533318681645, 0.12820513228675987, 0.19230769843014106, 0.09615384921507084, 0.0384615396860285]","[0.38461536976279875, 0.1282051232542663, 0.19230768488139938, 0.09615386174906121, 0.03846153697627988]","[0.3846153968602821, 0.1923076984301388, 0.19230769843014373, 0.19230766659340703, 0.1923076665934086]","[0.38461536976279875, 0.19230768488139938, 0.19230772349812242, 0.1923076848813994, 0.1923076848813994]","[0.32967032019664577, 0.06593406882880287, 0.19780219451272463, 0.1648351600983212, 0.05494505336610706]","[0.3296703296703296, 0.06593406593406594, 0.22527469332462233, 0.1648351648351648, 0.05494505494505493]","[0.32967034414401436, 0.19780219451272463, 0.32967032019664577, 0.1648351600983212, 0.10989010673221526]","[0.32967032967032966, 0.22527469332462233, 0.3296703296703296, 0.1648351648351648, 0.10989010989010986]"
19,"[0.3636363667132866, 0.10714285955026448, 0.06185566783894194, 0.06896552276769588, 0.03571428478835983]","[0.36363636680077266, 0.10714285714285718, 0.06185566360924051, 0.0704225423311893, 0.035714285714285705]","[0.4329896748725936, 0.2112675837588028, 0.214285708730159, 0.21649483743629694, 0.1818181833566433]","[0.4329896452646836, 0.21428566998398027, 0.21428571428571372, 0.2164948226323418, 0.18181818340038633]","[0.3636363667132866, 0.18181817489510538, 0.18181818335664324, 0.09090909167832176, 0.09090909167832162]","[0.36363636680077266, 0.18181817469826006, 0.18181818340038633, 0.09090909170019316, 0.09090909170019316]","[0.3636363667132866, 0.1818181833566433, 0.18181818335664324, 0.1818181833566433, 0.1818181833566433]","[0.36363636680077266, 0.18181818340038633, 0.18181818340038633, 0.18181818340038633, 0.18181818340038633]","[0.4225351675176056, 0.1649899521378268, 0.1649899521378268, 0.07042254271126758, 0.0824949760689134]","[0.422535169734729, 0.1649899515043631, 0.16498995150436316, 0.0704225423311893, 0.08249497575218163]","[0.42253525626760546, 0.2112675837588028, 0.2112675837588029, 0.1649899521378268, 0.08450703350352115]","[0.4225352539871359, 0.2112675848673645, 0.2112675848673645, 0.16498995150436316, 0.08450703394694592]","[0.428571417460318, 0.10714285955026448, 0.1785714291269835, 0.1071428543650795, 0.03571428478835983]","[0.42857142857142866, 0.10714285714285718, 0.21428566998398021, 0.10714285714285716, 0.035714285714285705]","[0.4285714382010579, 0.1785714291269835, 0.214285708730159, 0.1428571391534393, 0.1071428543650795]","[0.4285714285714287, 0.21428566998398021, 0.21428571428571433, 0.14285714285714282, 0.10714285714285718]"
20,"[0.2380952193452381, 0.10000000749999977, 0.1636363662077923, 0.10967739635483689, 0.03870967841935494]","[0.23809523809523803, 0.10000000776653405, 0.1376147047875317, 0.13492064991807853, 0.027522940957506313]","[0.32903218906451065, 0.23809521934523808, 0.29999998500000047, 0.25454542711688233, 0.1499999925000002]","[0.412844114362595, 0.2571428118380731, 0.3486235425496192, 0.23999994304541758, 0.17431177127480973]","[0.2380952193452381, 0.23809521934523808, 0.23809521934523808, 0.13492065054563493, 0.047619043869047625]","[0.23809523809523803, 0.23809523809523794, 0.23809523809523803, 0.13492064991807887, 0.04761904761904761]","[0.2380952193452382, 0.23809521934523808, 0.26984130109126986, 0.2380952193452381, 0.11904760967261906]","[0.23809523809523803, 0.23809523809523833, 0.26984129983615773, 0.23809523809523803, 0.11904761904761901]","[0.28571428071428606, 0.14285714035714295, 0.22857142107142908, 0.14285714035714273, 0.05714285964285697]","[0.2857142857142857, 0.14285714285714285, 0.2571428118380731, 0.14285714285714285, 0.05714285714285715]","[0.28571428071428606, 0.22857142107142908, 0.28571429821428485, 0.14285714035714298, 0.14285714035714292]","[0.2857142857142857, 0.2571428118380731, 0.28571428571428575, 0.14285714285714285, 0.14285714285714285]","[0.25454542711688233, 0.10909091080519487, 0.1636363662077923, 0.18181821610389715, 0.060606072034632356]","[0.23999994304541758, 0.13333331607436902, 0.1999999741115535, 0.20000007119322785, 0.06666669039774259]","[0.3272727324155846, 0.18181821610389715, 0.18181821610389706, 0.25454542711688233, 0.12727271355844116]","[0.399999948223107, 0.20000007119322777, 0.2000000711932278, 0.23999994304541758, 0.11999997152270879]"
21,"[0.25000001200000044, 0.0909091000395251, 0.16287879116450232, 0.04545454374025967, 0.041666668666666726]","[0.2476191056064768, 0.10112358100875864, 0.1573034915936776, 0.045454543797761586, 0.040909113659956975]","[0.409090893662337, 0.26086954236024806, 0.25000001200000044, 0.20833329533333195, 0.18181817138339976]","[0.4090908941798543, 0.25000000000000083, 0.25000000000000083, 0.22916662027671675, 0.20224716201751744]","[0.26086954236024806, 0.17391307204968992, 0.17391302276397483, 0.17391302276397483, 0.04347826801242247]","[0.2476191056064768, 0.1904761904761904, 0.1904761904761904, 0.1904761904761904, 0.04761904761904761]","[0.34782604552794966, 0.26086954236024806, 0.1739130720496899, 0.17391307204968992, 0.13043477118012403]","[0.3809523809523812, 0.2476191056064768, 0.19047619047619058, 0.1904761904761904, 0.1238095528032384]","[0.25000001200000044, 0.20833329533333195, 0.25000001200000044, 0.12500000600000022, 0.04166666866666674]","[0.24999999999999886, 0.22916662027671772, 0.25000000000000083, 0.12499999999999896, 0.04166666666666681]","[0.25000001200000044, 0.25000001200000044, 0.25000001200000044, 0.20833329533333195, 0.12500000600000022]","[0.24999999999999886, 0.25000000000000083, 0.25000000000000083, 0.22916662027671772, 0.12500000000000042]","[0.3636363427667995, 0.0909091000395251, 0.18181817138339973, 0.12121213338603347, 0.09090908569169996]","[0.40449432403503455, 0.10112358100875864, 0.1573034915936774, 0.13483144134501152, 0.0786517457968387]","[0.3636364001581004, 0.18181817138339973, 0.18181817138339992, 0.18181817138339992, 0.18181817138339976]","[0.40449432403503455, 0.1573034915936774, 0.20224716201751772, 0.15730349159367712, 0.20224716201751744]"
22,"[0.23880598409661755, 0.0677966144993883, 0.14339982776559979, 0.07999998500000058, 0.04273503875274009]","[0.2388059849495604, 0.06779661476417814, 0.14339982612100527, 0.07142857938722655, 0.04273504273504266]","[0.5128204650328805, 0.2399999550000016, 0.3389830360020973, 0.23880596646504457, 0.18181817489510532]","[0.512820512820512, 0.28571424326812567, 0.33898303509424427, 0.2388059662397388, 0.18181817584919063]","[0.24000007999999673, 0.15999997000000105, 0.2399999550000016, 0.07999998500000058, 0.07999998500000072]","[0.2857142432681263, 0.14285715877445315, 0.2857142432681254, 0.07142857938722655, 0.0714285793872264]","[0.31999994000000237, 0.2399999550000016, 0.24000007999999667, 0.15999997000000143, 0.12000003999999836]","[0.28571431754890614, 0.2857142432681255, 0.2857142432681254, 0.14285715877445268, 0.1428571216340627]","[0.3636363497902105, 0.18181817489510524, 0.18181817489510524, 0.09090910013985964, 0.09090909167832166]","[0.36363635169838093, 0.18181817584919047, 0.18181817584919047, 0.09090909886774624, 0.09090909157231218]","[0.3636363497902105, 0.18181817489510524, 0.1818182002797193, 0.18181818335664332, 0.18181817489510532]","[0.36363635169838093, 0.18181817584919047, 0.1818181977354925, 0.18181818314462436, 0.18181817584919063]","[0.3389830360020973, 0.0677966144993883, 0.20338982525074273, 0.16949151800104864, 0.05649717874949024]","[0.33898303509424427, 0.06779661476417723, 0.21751413419424379, 0.16949151754712177, 0.05649717897014919]","[0.3389830724969415, 0.20338982525074273, 0.3389830360020973, 0.16949151800104872, 0.08474575900052432]","[0.33898307382089604, 0.21751413419424132, 0.33898303509424427, 0.16949151754712186, 0.08474575877356058]"
23,"[0.18181834181818354, 0.07500002999999461, 0.12903224227504065, 0.09677422249575537, 0.038461541505016135]","[0.15384623481451173, 0.07500000640999491, 0.13698630136986323, 0.10273974258410642, 0.039999929152690634]","[0.387096726825122, 0.242424162424241, 0.36363624363636254, 0.2999998200000269, 0.12903224227503993]","[0.41095890410958996, 0.3076922064818606, 0.35999936237421565, 0.2999999615400312, 0.1369863013698638]","[0.23529410050419808, 0.2352941005042009, 0.13725491624650066, 0.23529410050419808, 0.05882352512605171]","[0.2352941075260144, 0.2352941075260144, 0.1372549103949879, 0.2352941075260144, 0.058823526881503524]","[0.2745098324930013, 0.2352941005042009, 0.23529410050420269, 0.23529410050419808, 0.11764705025209914]","[0.2745098207899758, 0.2352941075260144, 0.23529410752601446, 0.2352941075260144, 0.11764705376300731]","[0.2999998200000269, 0.07500002999999461, 0.15000005999999233, 0.1499999600000046, 0.07499998000000424]","[0.29999996154003117, 0.07500000640999491, 0.15000001281998962, 0.1500000128199898, 0.07500000640999478]","[0.30000011999997844, 0.1500000599999909, 0.29999992000001696, 0.2999998200000269, 0.09999994000000907]","[0.30000002563997963, 0.15000001281998962, 0.3000000256399788, 0.29999996154003117, 0.0999999871800104]","[0.387096726825122, 0.19354836341256118, 0.12903224227504065, 0.0967742224957578, 0.03870967268251322]","[0.4109589041095883, 0.20547945205479476, 0.13698630136986323, 0.10273974258410642, 0.041095890410958805]","[0.387096726825122, 0.19354836341256468, 0.1935484449915156, 0.1935483634125661, 0.12903224227503993]","[0.41095890410958996, 0.20547945205479476, 0.20547948516821285, 0.20547945205479395, 0.13698630136986276]"
24,"[0.27586211034482855, 0.0714285789285719, 0.14285715785714354, 0.09523809696886432, 0.034482763793103575]","[0.28571431817370524, 0.08333334144818703, 0.16666668289637407, 0.09740260933889322, 0.04166665460709107]","[0.3636363313286584, 0.2758621103448286, 0.2857142764835162, 0.28571421071428404, 0.14285715785714367]","[0.3636363286800674, 0.33333323685672855, 0.29220781218281894, 0.3333333171036264, 0.16666668289637407]","[0.27586211034482855, 0.17241378896551682, 0.172413788965517, 0.11494252597701166, 0.034482763793103575]","[0.3333332368567283, 0.16666668289637437, 0.16666668289637407, 0.11111112193091607, 0.04166665460709107]","[0.34482757793103497, 0.2758621103448286, 0.172413788965517, 0.17241378896551682, 0.13793105517241427]","[0.33333336579274825, 0.33333323685672855, 0.16666668289637407, 0.16666668289637407, 0.16666661842836414]","[0.2857142764835162, 0.14285714170329766, 0.19047618432234414, 0.09523809696886432, 0.09523809216117207]","[0.29220781218281894, 0.14610391400833936, 0.19480521867778675, 0.09740260933889322, 0.09740260406093965]","[0.28571429090659295, 0.19047619393772863, 0.2857142764835162, 0.19047618432234414, 0.14285714170329766]","[0.2922078280166796, 0.19480521867778644, 0.29220781218281894, 0.19480521867778675, 0.14610391400833936]","[0.27586211034482744, 0.1818181656643292, 0.18181819527972426, 0.1818181656643292, 0.05194804733266549]","[0.29220781218281894, 0.1818181643400336, 0.18181819638330532, 0.1818181643400336, 0.05194804695429531]","[0.3636363313286584, 0.18181819527972362, 0.27586211034482744, 0.18181819527972426, 0.09090908283216456]","[0.3636363286800672, 0.18181819638330532, 0.29220781218281894, 0.18181819638330532, 0.0909090821700168]"
25,"[0.36363636753880285, 0.12903226306451593, 0.06185567010309278, 0.09278351515463917, 0.024390242323491573]","[0.3636363678594364, 0.13793103957957042, 0.06593406182098227, 0.0769230929184024, 0.024390244819074734]","[0.43298969072164945, 0.19512193858793273, 0.2347416920375529, 0.2164948453608248, 0.18181818376940143]","[0.4615384327468759, 0.20689652241747059, 0.22093021722994924, 0.23076921637343797, 0.1818181839297182]","[0.36363636753880285, 0.18181817840354755, 0.09090909188470071, 0.18181817840354755, 0.09090908920177378]","[0.3636363678594364, 0.1818181839297182, 0.09090908809370904, 0.18181817618741805, 0.09090908809370903]","[0.36363636753880285, 0.18181818376940143, 0.18181817840354755, 0.18181818376940143, 0.18181818376940143]","[0.3636363678594364, 0.1818181839297182, 0.18181817618741805, 0.1818181839297182, 0.1818181839297182]","[0.42253530126761135, 0.140845100422537, 0.14084510042253712, 0.11737084601877645, 0.05868542300938823]","[0.43604650615355306, 0.14534884323109135, 0.1453488432310914, 0.11046510861497416, 0.055232554307487185]","[0.42253530126761135, 0.140845100422537, 0.2347416920375529, 0.21126765063380576, 0.08450706025352231]","[0.4360465296932742, 0.14534884323109137, 0.22093021722994924, 0.21802325307677653, 0.08720930123071101]","[0.3870967891935479, 0.12903226306451593, 0.1935483558467751, 0.09677419729838702, 0.032258065766128996]","[0.41379311873871133, 0.13793103957957042, 0.20689652241746917, 0.10344827968467799, 0.0344827598948926]","[0.3870967891935479, 0.1935483558467751, 0.19354839459677403, 0.19354839459677398, 0.12903226306451593]","[0.41379311873871133, 0.20689652241747059, 0.20689655936935597, 0.20689655936935558, 0.13793103957957023]"
26,"[0.2857142946031738, 0.11111110111111121, 0.10526317289473576, 0.07142857365079346, 0.03571428682539738]","[0.2857143138095243, 0.11111110320932625, 0.11111112691468202, 0.071428578452381, 0.03571428922619056]","[0.44444440444444483, 0.24999997666666632, 0.2857142946031738, 0.315789376184222, 0.1428571473015869]","[0.444444412837305, 0.28571428161706264, 0.2857143138095243, 0.3333333096279772, 0.14285715690476214]","[0.2857142946031738, 0.14285714730159185, 0.2499999766666664, 0.07142857365079346, 0.03571428682539738]","[0.28571431380952406, 0.14285715690476197, 0.28571428161706264, 0.07142857845238107, 0.03571428922619057]","[0.2857142946031763, 0.2499999766666664, 0.2857142946031738, 0.14285714730159116, 0.1428571473015869]","[0.28571431380952406, 0.28571428161706264, 0.2857143138095243, 0.14285715690476228, 0.14285715690476214]","[0.315789376184222, 0.15789475934210356, 0.10526317289473576, 0.1403508496929847, 0.05263158644736785]","[0.3333333096279772, 0.16666669037202306, 0.11111112691468202, 0.12962960065641652, 0.055555563457340924]","[0.3157895186842073, 0.15789475934210356, 0.28070169938597145, 0.315789376184222, 0.10526317289473446]","[0.33333338074404606, 0.16666669037202306, 0.25925920131283303, 0.3333333096279772, 0.11111112691468202]","[0.38709677419355026, 0.19061578577712152, 0.1935483870967718, 0.09677419354838757, 0.03812315715542483]","[0.3870967741935482, 0.19061580985592325, 0.1935483870967741, 0.09677419354838705, 0.03812316197118465]","[0.38709677419355026, 0.19354838709677513, 0.1935483870967718, 0.19061578577712415, 0.1290322580645168]","[0.3870967741935482, 0.19354838709677427, 0.1935483870967741, 0.19061580985592325, 0.12903225806451618]"
